1659	2012021418	1	0	79	1302	0	0	16
1660	2012021500	1	6	89	1284	0	0	16
1661	2012021506	1	12	96	1272	0	0	16
1662	2012021512	1	18	102	1258	0	0	16
1663	2012021518	1	24	110	1245	0	0	16
1664	2012021600	1	30	105	1230	0	0	13
1665	2012021606	1	36	98	1217	0	0	13
1666	2012021612	1	42	95	1204	0	0	13
1667	2012021618	1	48	95	1188	0	0	13
1668	2012021700	1	54	95	1170	0	0	16
1669	2012021706	1	60	98	1155	0	0	16
1670	2012021712	1	66	98	1141	0	0	16
1671	2012021718	1	72	100	1133	0	0	16
1672	2012021800	1	78	102	1130	0	0	16
1673	2012021806	1	84	103	1128	0	0	16
1674	2012021812	1	90	105	1126	0	0	16
1675	2012021818	1	96	106	1124	0	0	16
1676	2012021900	1	102	105	1122	0	0	16
1677	2012021906	1	108	103	1121	0	0	16
1678	2012021912	1	114	101	1121	0	0	16
1679	2012021918	1	120	98	1120	0	0	16
1680	2012022000	1	126	94	1119	0	0	16
1681	2012022006	1	132	93	1116	0	0	16
1682	2012022012	1	138	93	1114	0	0	16
1683	2012022018	1	144	93	1112	0	0	16
1684	2012022100	1	150	93	1109	0	0	16
1685	2012022106	1	156	94	1103	0	0	13
1686	2012032600	0	0	99	1155	0	0	10
1687	2012032606	0	6	97	1152	0	0	10
1688	2012032612	0	12	96	1149	0	0	10
1689	2012032700	1	24	94	1145	0	0	13
1690	2012032706	1	30	94	1142	0	0	15
1691	2012032712	1	36	94	1139	0	0	15
1692	2012032800	1	48	94	1134	0	0	15
1693	2012032806	1	54	93	1131	0	0	15
1694	2012032812	1	60	93	1128	0	0	15
1695	2012032900	1	72	96	1123	0	0	15
1696	2012032906	2	78	97	1121	0	0	18
1697	2012032912	2	84	97	1118	0	0	18
1698	2012033000	3	96	97	1113	0	0	25
1699	2012033006	3	102	97	1110	0	0	28
1700	2012033012	3	108	97	1107	0	0	28
1701	2012033100	3	120	97	1100	0	0	25
1702	2012033106	3	126	97	1096	0	0	25
1703	2012033112	2	132	98	1092	0	0	23
1704	2012040100	2	144	99	1084	0	0	20
1705	2012040106	2	150	101	1078	0	0	20
1706	2012040112	2	156	106	1074	0	0	18
1707	2012040200	1	168	115	1066	0	0	12
1708	2012040206	0	174	122	1063	0	0	8
1709	2012052018	0	0	107	1480	0	0	10
1710	2012052100	1	6	110	1473	0	0	13
1711	2012052106	1	12	113	1464	0	0	13
1712	2012052118	1	24	127	1446	0	0	15
1713	2012052200	2	30	134	1440	0	0	18
1714	2012052206	2	36	139	1433	0	0	18
1715	2012052212	2	42	145	1425	0	0	20
1716	2012052218	2	48	155	1416	0	0	20
1717	2012052300	2	54	161	1409	0	0	20
1718	2012052306	2	60	168	1404	0	0	23
1719	2012052312	3	66	173	1399	0	0	25
1720	2012052318	3	72	180	1397	0	0	25
1721	2012052400	3	78	189	1394	0	0	25
1722	2012052406	3	84	197	1391	0	0	30
1723	2012052412	4	90	207	1389	0	0	33
1724	2012052418	4	96	215	1390	0	0	33
1725	2012052500	4	102	222	1392	0	0	33
1726	2012052506	4	108	230	1395	0	0	33
1727	2012052512	4	114	236	1400	0	0	35
1728	2012052518	4	120	241	1405	0	0	35
1729	2012052600	4	126	246	1413	442	1.38	33
1730	2012052606	4	132	249	1421	0	0	33
1731	2012052612	3	138	253	1433	0	0	30
1732	2012052618	3	144	259	1444	0	0	28
1733	2012052700	2	150	266	1457	0	0	23
1734	2012052706	2	156	275	1470	0	0	23
1735	2012052712	2	162	285	1488	0	0	20
1736	2012052718	2	168	297	1502	0	0	20
1737	2012052800	9	174	307	1519	0	0	20
1738	2012052806	9	180	314	1533	0	0	18
1739	2012052812	9	186	320	1550	0	0	15
1740	2012053118	1	0	138	1270	0	0	15
1741	2012060100	1	6	144	1260	0	0	15
1742	2012060106	2	12	149	1255	0	0	18
1743	2012060112	2	18	156	1251	0	0	18
1744	2012060118	2	24	161	1246	0	0	20
1745	2012060200	2	30	166	1243	0	0	23
1746	2012060206	3	36	172	1242	0	0	28
1747	2012060212	4	42	176	1244	0	0	33
1748	2012060218	4	48	181	1247	0	0	33
1749	2012060300	4	54	187	1250	0	0	35
1750	2012060306	4	60	193	1254	0	0	40
1751	2012060312	4	66	200	1256	0	0	40
1752	2012060318	4	72	209	1258	0	0	40
1753	2012060400	5	78	216	1262	0	0	45
1754	2012060406	5	84	226	1267	0	0	45
1755	2012060412	4	90	234	1276	0	0	38
1756	2012060418	4	96	244	1288	0	0	35
1757	2012060500	4	102	259	1303	0	0	33
1758	2012060506	3	108	275	1323	0	0	30
1759	2012060512	3	114	284	1346	0	0	30
1760	2012060518	3	120	298	1376	0	0	28
1761	2012060600	3	126	313	1412	0	0	28
1762	2012060606	9	132	332	1450	0	0	25
1763	2012060612	9	138	355	1475	0	0	23
1764	2012060618	9	144	376	1498	0	0	23
1765	2012060700	9	150	388	1512	0	0	23
1766	2012060706	9	156	400	1523	0	0	20
1767	2012060712	9	162	408	1535	0	0	20
1768	2012060718	9	168	415	1553	0	0	18
1769	2012061012	1	0	75	1486	0	0	13
1770	2012061018	1	6	85	1482	0	0	13
1771	2012061100	1	12	89	1473	0	0	13
1772	2012061106	1	18	92	1464	0	0	13
1773	2012061112	1	24	94	1455	0	0	13
1774	2012061118	1	30	95	1446	0	0	15
1775	2012061200	1	36	96	1436	0	0	15
1776	2012061206	1	42	96	1428	0	0	15
1777	2012061212	1	48	96	1420	0	0	15
1778	2012061218	1	54	96	1412	0	0	15
1779	2012061300	2	60	97	1406	0	0	18
1780	2012061306	2	66	100	1393	0	0	18
1781	2012061312	2	72	107	1379	0	0	20
1782	2012061318	2	78	109	1366	0	0	23
1783	2012061400	3	84	109	1351	0	0	25
1784	2012061406	3	90	108	1339	0	0	28
1785	2012061412	3	96	107	1327	0	0	30
1786	2012061418	3	102	104	1321	0	0	30
1787	2012061500	3	108	103	1315	0	0	30
1788	2012061506	4	114	106	1311	0	0	33
1789	2012061512	4	120	112	1309	0	0	33
1790	2012061518	4	126	119	1305	0	0	35
1791	2012061600	4	132	129	1301	0	0	40
1792	2012061606	5	138	140	1296	90.5	1.857	48
1793	2012061612	6	144	149	1289	123.5	2.311	55
1794	2012061618	6	150	162	1284	77	1.786	60
1795	2012061700	6	156	173	1276	66	1.773	60
1796	2012061706	6	162	183	1273	66	1.773	60
1797	2012061712	6	168	197	1270	110	1.835	55
1798	2012061718	5	174	208	1270	0	0	50
1799	2012061800	5	180	222	1274	0	0	48
1800	2012061806	5	186	238	1279	0	0	45
1801	2012061812	5	192	253	1287	0	0	45
1802	2012061818	4	198	273	1302	0	0	40
1803	2012061900	4	204	298	1319	0	0	35
1804	2012061906	4	210	324	1347	0	0	35
1805	2012061912	3	216	349	1376	0	0	30
1806	2012061918	9	222	373	1408	0	0	25
1807	2012062000	9	228	383	1428	0	0	23
1808	2012062006	9	234	395	1442	0	0	20
1809	2012062012	9	240	402	1450	0	0	15
1810	2012062018	9	246	409	1454	0	0	15
1811	2012062100	9	252	415	1457	0	0	13
1812	2012062106	9	258	420	1460	0	0	13
1813	2012062112	9	264	422	1463	0	0	13
1814	2012062118	9	270	423	1465	0	0	10
1815	2012062200	9	276	425	1467	0	0	8
1816	2012062206	9	282	427	1469	0	0	8
1817	2012061606	1	0	192	1121	0	0	15
1818	2012061612	1	6	193	1119	0	0	15
1819	2012061618	1	12	194	1117	0	0	15
1820	2012061700	1	18	194	1114	0	0	15
1821	2012061706	2	24	192	1113	0	0	18
1822	2012061712	2	30	190	1116	0	0	18
1823	2012061718	2	36	189	1120	0	0	20
1824	2012061800	2	42	190	1124	0	0	20
1825	2012061806	2	48	191	1128	0	0	20
1826	2012061812	2	54	191	1132	0	0	20
1827	2012061818	2	60	193	1138	0	0	23
1828	2012061900	2	66	197	1146	0	0	23
1829	2012061906	3	72	204	1155	0	0	25
1830	2012061912	3	78	210	1161	0	0	25
1831	2012061918	3	84	216	1169	0	0	25
1832	2012062000	2	90	227	1178	0	0	23
1833	2012062006	2	96	240	1190	0	0	20
1834	2012062012	1	102	247	1201	0	0	16
1835	2012062500	1	0	110	1352	0	0	12
1836	2012062506	1	6	114	1345	0	0	12
1837	2012062512	1	12	120	1340	0	0	12
1838	2012062518	1	18	132	1335	0	0	15
1839	2012062600	1	24	137	1325	0	0	15
1840	2012062606	1	30	141	1313	0	0	15
1841	2012062612	1	36	145	1304	0	0	15
1842	2012062618	2	42	151	1291	0	0	18
1843	2012062700	2	48	153	1277	0	0	18
1844	2012062706	2	54	159	1272	0	0	18
1845	2012062712	2	60	171	1258	0	0	18
1846	2012062718	2	66	176	1246	0	0	18
1847	2012062800	2	72	190	1235	0	0	18
1848	2012062806	2	78	191	1224	0	0	20
1849	2012062812	2	84	193	1211	0	0	23
1850	2012062818	2	90	198	1202	0	0	23
1851	2012062900	2	96	203	1177	0	0	23
1852	2012062906	2	102	206	1164	0	0	23
1853	2012062912	2	108	215	1152	0	0	23
1854	2012062918	2	114	218	1135	0	0	23
1855	2012063000	1	120	224	1120	0	0	12
1856	2012063006	0	126	228	1106	0	0	10
1857	2012071418	1	0	192	1437	0	0	15
1858	2012071500	1	6	195	1430	0	0	15
1859	2012071506	1	12	200	1425	0	0	15
1860	2012071512	1	18	206	1411	0	0	15
1861	2012071518	1	24	218	1399	0	0	15
1862	2012071600	1	30	230	1380	0	0	15
1863	2012071606	2	36	242	1361	0	0	18
1864	2012071612	2	42	248	1345	0	0	18
1865	2012071618	2	48	256	1329	0	0	18
1866	2012071700	2	54	262	1311	0	0	20
1867	2012071706	2	60	268	1296	0	0	23
1868	2012071712	2	66	278	1283	0	0	23
1869	2012071718	3	72	288	1274	0	0	25
1870	2012071800	3	78	300	1267	0	0	25
1871	2012071806	2	84	319	1262	0	0	23
1872	2012071812	2	90	338	1263	0	0	23
1873	2012071818	2	96	356	1265	0	0	18
1874	2012071900	1	102	379	1278	0	0	16
1875	2012071906	1	108	394	1279	0	0	15
1876	2012071912	1	114	399	1283	0	0	13
1877	2012071918	9	120	406	1291	0	0	13
1878	2012072000	9	126	408	1298	0	0	10
1879	2012071812	1	0	148	1285	0	0	13
1880	2012071818	1	6	149	1276	0	0	13
1881	2012071900	1	12	151	1269	0	0	13
1882	2012071906	1	18	153	1263	0	0	13
1883	2012071912	1	24	156	1258	0	0	13
1884	2012071918	1	30	163	1255	0	0	13
1885	2012072000	1	36	171	1249	0	0	13
1886	2012072006	1	42	176	1239	0	0	13
1887	2012072012	1	48	183	1227	0	0	13
1888	2012072018	1	54	189	1203	0	0	15
1889	2012072100	1	60	190	1190	0	0	15
1890	2012072106	1	66	192	1180	0	0	15
1891	2012072112	2	72	193	1169	0	0	18
1892	2012072118	2	78	193	1159	0	0	20
1893	2012072200	2	84	193	1153	0	0	23
1894	2012072206	2	90	191	1151	0	0	23
1895	2012072212	3	96	189	1150	0	0	25
1896	2012072218	3	102	193	1151	0	0	25
1897	2012072300	3	108	197	1151	0	0	28
1898	2012072306	4	114	205	1148	0	0	33
1899	2012072312	4	120	210	1142	0	0	38
1900	2012072318	5	126	217	1133	0	0	45
1901	2012072400	4	132	224	1122	0	0	38
1902	2012072406	2	138	228	1107	0	0	23
1903	2012072412	2	144	228	1091	0	0	18
1904	2012072418	1	150	227	1073	0	0	13
1905	2012072500	0	156	224	1063	0	0	10
1906	2012072506	0	162	222	1051	0	0	8
1907	2012072618	1	0	106	1315	0	0	15
1908	2012072700	1	6	109	1298	0	0	15
1909	2012072706	1	12	120	1289	0	0	15
1910	2012072712	1	18	127	1279	0	0	15
1911	2012072718	1	24	134	1272	0	0	15
1912	2012072800	2	30	144	1268	0	0	18
1913	2012072806	2	36	152	1264	0	0	20
1914	2012072812	2	42	158	1260	0	0	20
1915	2012072818	2	48	162	1258	0	0	20
1916	2012072900	2	54	170	1255	0	0	23
1917	2012072906	3	60	181	1254	0	0	25
1918	2012072912	3	66	187	1252	0	0	28
1919	2012072918	3	72	191	1250	0	0	28
1920	2012073000	3	78	196	1250	0	0	28
1921	2012073006	3	84	201	1249	0	0	30
1922	2012073012	4	90	206	1245	0	0	33
1923	2012073018	4	96	208	1242	0	0	33
1924	2012073100	4	102	210	1240	0	0	33
1925	2012073106	4	108	213	1242	0	0	33
1926	2012073112	4	114	217	1241	0	0	33
1927	2012073118	4	120	223	1238	0	0	33
1928	2012080100	4	126	227	1237	0	0	35
1929	2012080106	4	132	234	1234	0	0	40
1930	2012080112	4	138	240	1230	0	0	40
1931	2012080118	4	144	241	1222	0	0	40
1932	2012080200	4	150	240	1219	0	0	35
1933	2012080206	4	156	249	1220	0	0	33
1934	2012080218	3	168	262	1206	0	0	30
1935	2012080300	3	174	270	1202	0	0	25
1936	2012080306	2	180	275	1185	0	0	20
1937	2012080312	2	186	277	1172	0	0	18
1938	2012080318	1	192	277	1166	0	0	15
1939	2012080400	1	198	276	1158	0	0	15
1940	2012080406	1	204	274	1150	0	0	12
1941	2012080412	1	210	269	1138	0	0	12
1942	2012080418	0	216	263	1126	0	0	10
1943	2012080500	0	222	255	1116	0	0	8
1944	2012072706	1	0	248	1486	0	0	15
1945	2012072712	1	6	252	1482	0	0	15
1946	2012072718	1	12	256	1479	0	0	15
1947	2012072800	1	18	258	1475	0	0	15
1948	2012072806	1	24	259	1472	0	0	15
1949	2012072812	2	30	259	1470	0	0	18
1950	2012072818	2	36	260	1467	0	0	18
1951	2012072900	2	42	261	1464	0	0	18
1952	2012072906	2	48	260	1460	0	0	18
1953	2012072912	2	54	258	1456	0	0	18
1954	2012072918	2	60	254	1455	0	0	20
1955	2012073000	2	66	255	1450	0	0	20
1956	2012073006	2	72	258	1446	0	0	20
1957	2012073012	2	78	265	1442	0	0	20
1958	2012073018	2	84	277	1429	0	0	23
1959	2012073100	3	90	282	1407	0	0	25
1960	2012073106	3	96	286	1388	0	0	28
1961	2012073112	3	102	290	1371	0	0	28
1962	2012073118	3	108	295	1351	0	0	28
1963	2012080100	3	114	301	1327	0	0	30
1964	2012080106	3	120	304	1305	0	0	30
1965	2012080112	3	126	309	1288	0	0	30
1966	2012080118	4	132	318	1267	0	0	33
1967	2012080200	4	138	327	1244	0	0	35
1968	2012080206	4	144	338	1222	201.5	1.439	40
1969	2012080218	3	156	348	1190	0	0	30
1970	2012080300	3	162	360	1182	0	0	25
1971	2012080306	2	168	369	1177	0	0	20
1972	2012080312	1	174	376	1179	0	0	16
1973	2012080318	1	180	383	1181	0	0	13
1974	2012080400	1	186	394	1194	0	0	13
1975	2012080112	1	0	224	1465	0	0	15
1976	2012080118	1	6	224	1459	0	0	15
1977	2012080200	1	12	224	1449	0	0	15
1978	2012080206	1	18	224	1441	0	0	15
1979	2012080218	1	30	232	1417	0	0	15
1980	2012080300	2	36	235	1407	0	0	18
1981	2012080306	2	42	240	1399	0	0	18
1982	2012080312	2	48	246	1384	0	0	18
1983	2012080318	2	54	251	1368	0	0	18
1984	2012080400	2	60	252	1343	0	0	18
1985	2012080406	2	66	255	1330	0	0	20
1986	2012080412	2	72	262	1312	0	0	20
1987	2012080418	2	78	264	1302	0	0	23
1988	2012080500	2	84	267	1292	0	0	23
1989	2012080506	2	90	272	1285	0	0	23
1990	2012080512	3	96	275	1272	0	0	25
1991	2012080518	3	102	273	1266	0	0	28
1992	2012080600	3	108	272	1261	0	0	28
1993	2012080606	3	114	273	1256	0	0	30
1994	2012080612	4	120	273	1249	0	0	33
1995	2012080618	4	126	272	1245	0	0	33
1996	2012080700	4	132	274	1241	0	0	35
1997	2012080706	4	138	276	1235	0	0	40
1998	2012080712	5	144	281	1230	0	0	45
1999	2012080718	5	150	288	1222	0	0	42
2000	2012080800	4	156	293	1214	0	0	35
2001	2012080806	4	162	301	1203	0	0	33
2002	2012080812	3	168	305	1192	0	0	25
2003	2012080818	2	174	306	1186	0	0	23
2004	2012080900	2	180	307	1180	0	0	20
2005	2012080906	2	186	307	1177	0	0	18
2006	2012080912	1	192	307	1175	0	0	16
2007	2012080918	1	198	307	1173	0	0	16
2008	2012081000	1	204	307	1170	0	0	16
2009	2012081006	1	210	303	1168	0	0	13
2010	2012081012	1	216	300	1169	0	0	13
2011	2012081018	0	222	299	1170	0	0	10
2012	2012081100	0	228	299	1171	0	0	10
2013	2012081106	0	234	299	1172	0	0	8
2014	2012080306	1	0	240	1620	0	0	13
2015	2012080312	1	6	237	1621	0	0	13
2016	2012080318	1	12	235	1624	0	0	13
2017	2012080400	1	18	237	1627	0	0	15
2018	2012080406	1	24	237	1624	0	0	15
2019	2012080412	1	30	236	1618	0	0	15
2020	2012080418	1	36	232	1616	0	0	15
2021	2012080500	1	42	229	1617	0	0	15
2022	2012080506	1	48	234	1622	0	0	15
2023	2012080512	1	54	244	1626	0	0	15
2024	2012080518	1	60	250	1625	0	0	15
2025	2012080600	1	66	259	1625	0	0	15
2026	2012080606	1	72	267	1628	0	0	15
2027	2012080612	2	78	278	1627	0	0	18
2028	2012080618	2	84	284	1623	0	0	18
2029	2012080700	2	90	290	1619	0	0	18
2030	2012080706	2	96	297	1614	0	0	20
2031	2012080712	2	102	302	1608	0	0	20
2032	2012080718	2	108	308	1604	0	0	20
2033	2012080800	2	114	314	1595	0	0	20
2034	2012080806	2	120	318	1583	0	0	20
2035	2012080812	2	126	328	1572	0	0	20
2036	2012080818	2	132	335	1564	0	0	20
2037	2012080900	2	138	343	1553	0	0	20
2038	2012080906	2	144	360	1542	0	0	23
2039	2012080912	2	150	376	1529	0	0	23
2040	2012080918	2	156	392	1514	0	0	20
2041	2012081000	2	162	415	1498	0	0	20
2042	2012081006	9	168	437	1483	0	0	20
2043	2012081012	9	174	459	1475	0	0	16
2044	2012081200	1	0	166	1318	0	0	13
2045	2012081206	1	6	166	1302	0	0	13
2046	2012081212	1	12	166	1293	0	0	15
2047	2012081218	1	18	166	1287	0	0	15
2048	2012081300	2	24	167	1279	0	0	18
2049	2012081306	2	30	167	1274	0	0	18
2050	2012081312	2	36	167	1268	0	0	18
2051	2012081318	2	42	168	1262	0	0	20
2052	2012081400	2	48	175	1256	0	0	20
2053	2012081406	2	54	178	1245	0	0	20
2054	2012081412	2	60	171	1231	0	0	20
2055	2012081418	2	66	172	1228	0	0	23
2056	2012081500	3	72	180	1219	0	0	25
2057	2012081506	3	78	186	1208	0	0	25
2058	2012081512	3	84	186	1192	0	0	28
2059	2012081518	3	90	187	1182	0	0	30
2060	2012081600	4	96	191	1171	0	0	33
2061	2012081606	4	102	193	1157	0	0	33
2062	2012081612	4	108	198	1144	0	0	33
2063	2012081618	4	114	202	1129	0	0	35
2064	2012081700	4	120	207	1115	0	0	38
2065	2012081706	4	126	210	1099	0	0	35
2066	2012081712	3	132	214	1082	0	0	30
2067	2012081718	3	138	216	1068	0	0	25
2068	2012081800	2	144	220	1054	0	0	20
2069	2012081806	1	150	223	1041	0	0	15
2070	2012081812	0	156	231	1026	0	0	10
2071	2012081706	1	0	214	1259	0	0	13
2072	2012081712	1	6	207	1259	0	0	15
2073	2012081718	1	12	197	1259	0	0	15
2074	2012081800	1	18	190	1259	0	0	15
2075	2012081806	1	24	187	1258	0	0	15
2076	2012081812	1	30	184	1255	0	0	15
2077	2012081818	1	36	181	1251	0	0	15
2078	2012081900	2	42	178	1249	0	0	18
2079	2012081906	2	48	177	1248	0	0	18
2080	2012081912	2	54	176	1247	0	0	20
2081	2012081918	3	60	176	1246	0	0	25
2082	2012082000	4	66	180	1248	171.5	1.291	33
2083	2012082006	5	72	184	1250	68.5	1.828	45
2084	2012082012	5	78	189	1251	0	0	45
2085	2012082018	5	84	195	1253	0	0	48
2086	2012082100	5	90	202	1254	60.5	1.515	48
2087	2012082106	5	96	211	1254	0	0	45
2088	2012082112	5	102	218	1253	0	0	45
2089	2012082118	5	108	222	1250	0	0	45
2090	2012082200	4	114	223	1246	0	0	40
2091	2012082206	4	120	225	1244	0	0	40
2092	2012082212	4	126	225	1242	0	0	40
2093	2012082218	4	132	225	1239	0	0	40
2094	2012082300	5	138	225	1236	0	0	42
2095	2012082306	5	144	226	1233	132	1.969	45
2096	2012082312	5	150	227	1226	85	1.797	45
2097	2012082318	5	156	224	1214	54	1.337	48
2098	2012082400	5	162	222	1206	0	0	42
2099	2012082406	4	168	222	1200	0	0	35
2100	2012082412	4	174	223	1196	0	0	35
2101	2012082418	4	180	224	1190	0	0	33
2102	2012082500	4	186	224	1183	0	0	33
2103	2012082506	4	192	223	1178	0	0	33
2104	2012082512	4	198	219	1172	0	0	35
2105	2012082518	4	204	214	1168	0	0	38
2106	2012082600	4	210	210	1168	236.5	1.797	38
2107	2012082606	4	216	208	1169	141	1.58	38
